fecha_nacimiento,sexo,localidad_nacimiento,lugar_nacimiento,fecha_fallecimiento,localidad_fallecimiento,lugar_fallecimiento
1967-04-15,9,Colonia,8,,,
1967-10-31,9,Treinta y Tres,8,2019-10-20,Durazno,1
1967-11-23,8,Rivera,3,,,
1967-05-01,2,Montevideo,9,,,
1967-04-27,2,Rivera,3,,,
1967-05-18,2,Tacuarembó,2,,,
1967-06-14,1,Florida,9,,,
1967-01-29,8,Maldonado,3,,,
1967-09-18,2,Rivera,2,,,
1967-10-31,1,Río Negro,9,,,
1967-01-26,8,Montevideo,2,,,
1967-09-17,1,Cerro Largo,9,,,
1967-07-29,1,Maldonado,1,,,
1967-05-19,1,Las Piedras,9,,,
1967-01-16,2,Paysandú,2,,,
1967-08-11,8,Paysandú,3,,,
1967-10-13,1,Las Piedras,8,1998-10-17,Durazno,8
1967-04-06,1,Florida,2,1985-07-22,Maldonado,3
1967-11-11,1,Cerro Largo,1,,,
1967-01-28,9,Durazno,9,,,
1967-11-21,1,Paysandú,3,,,
1967-04-04,1,Durazno,3,,,
1967-03-15,8,Montevideo,8,,,
1967-02-05,1,Lavalleja,9,,,
1967-09-13,1,Soriano,3,1978-11-26,Salto,1
1967-04-12,2,Río Negro,3,1981-04-14,Canelones,3
1967-07-07,1,Durazno,8,,,
1967-12-11,8,Río Negro,8,2008-04-16,San José,1
1967-04-29,2,Canelones,8,2004-09-12,Tacuarembó,3
1967-06-15,1,Salto,9,,,
1967-10-22,2,Lavalleja,2,,,
1967-12-07,1,Montevideo,1,1988-10-18,Tacuarembó,2
1967-08-26,8,Tacuarembó,3,,,
1967-02-10,1,Florida,2,1989-01-11,Paysandú,1
1967-01-28,1,Maldonado,2,2008-07-11,Tacuarembó,2
1967-10-13,1,Soriano,3,1983-12-13,Florida,9
1967-10-19,2,Treinta y Tres,9,,,
1967-03-22,1,Río Negro,3,1984-10-22,Canelones,1
1967-11-26,9,Rivera,1,,,
1967-07-17,1,Maldonado,9,,,
1967-05-04,1,Rivera,1,2012-11-27,Tacuarembó,2
1967-02-08,8,Maldonado,2,,,
1967-12-19,9,Paysandú,8,,,
1967-12-31,1,Florida,2,,,
1967-11-25,2,Soriano,2,1982-03-19,Salto,8
1967-12-27,1,Durazno,9,2000-05-16,Soriano,1
1967-06-12,2,Cerro Largo,9,,,
1967-12-21,1,Soriano,1,,,
1967-03-27,2,Rocha,9,,,
1967-12-26,2,Rocha,1,,,
1967-06-26,1,Lavalleja,1,,,
1967-01-01,1,Durazno,2,1999-04-06,Salto,8
1967-07-23,1,Soriano,1,,,
1967-04-19,2,Las Piedras,1,,,
1967-03-02,8,Montevideo,2,,,
1967-09-21,1,Río Negro,1,,,
1967-10-28,1,Florida,3,2011-04-10,Colonia,1
1967-07-13,1,Flores,9,,,
1967-08-06,1,Soriano,3,2008-04-14,Treinta y Tres,9
1967-03-18,1,Flores,8,,,
1967-12-26,8,Lavalleja,9,,,
1967-12-15,9,Salto,8,2019-05-22,Rocha,8
1967-03-09,1,Soriano,3,1968-09-01,Maldonado,1
1967-11-07,1,Soriano,3,,,
1967-11-27,2,Tacuarembó,1,2018-06-18,San José,9
1967-06-12,1,Treinta y Tres,1,2008-02-28,Treinta y Tres,1
1967-01-18,1,Durazno,2,,,
1967-01-20,8,Maldonado,2,2010-03-20,Durazno,1
1967-12-24,1,Treinta y Tres,8,,,
1967-08-19,1,Montevideo,9,,,
1967-12-14,1,Treinta y Tres,8,,,
1967-12-31,1,Soriano,9,2011-01-04,Río Negro,8
1967-02-13,2,Paysandú,9,,,
1967-09-15,9,Tacuarembó,8,2001-08-07,Colonia,2
1967-10-08,9,Las Piedras,2,2006-10-04,Lavalleja,9
1967-04-17,1,Artigas,3,1999-06-30,Río Negro,3
1967-03-13,1,Paysandú,9,2024-12-10,Florida,8
1967-12-20,1,Maldonado,1,1975-03-10,Las Piedras,2
1967-06-27,8,Flores,1,1984-08-21,Durazno,1
1967-01-13,2,Rocha,1,,,
1967-04-21,9,Durazno,9,,,
1967-07-03,8,Artigas,1,,,
1967-11-13,8,Canelones,8,,,
1967-10-30,2,Rivera,2,1999-04-11,Soriano,1
1967-12-26,2,Soriano,2,2021-11-21,Durazno,8
1967-11-26,1,Cerro Largo,1,,,
1967-08-25,1,Artigas,3,2019-05-15,Canelones,3
1967-10-11,1,Artigas,3,,,
1967-05-08,1,Florida,1,,,
1967-01-06,1,Maldonado,2,,,
1967-06-10,8,Flores,3,,,
1967-09-12,2,Flores,8,,,
1967-06-13,8,Canelones,3,2007-03-02,Río Negro,1
1967-09-06,1,Paysandú,2,,,
1967-01-25,1,Florida,3,,,
1967-05-03,8,San José,3,2010-06-15,Canelones,2
1967-01-15,8,Las Piedras,8,2024-12-19,Colonia,1
1967-09-20,2,Maldonado,1,1981-06-23,Lavalleja,3
1967-02-10,1,Paysandú,3,1994-07-23,Montevideo,8
1967-08-19,1,Flores,2,2016-12-02,Tacuarembó,1
1967-08-07,1,Maldonado,8,,,
1967-08-06,1,Montevideo,8,,,
1967-10-07,2,Durazno,3,,,
1967-12-11,1,Montevideo,1,1995-07-07,Río Negro,1
1967-04-19,1,Montevideo,8,,,
1967-01-24,1,Río Negro,1,1996-01-01,Montevideo,1
1967-05-10,1,Lavalleja,3,,,
1967-01-30,8,Paysandú,8,,,
1967-10-21,2,Las Piedras,3,,,
1967-08-01,1,Canelones,3,,,
1967-11-18,2,Las Piedras,3,,,
1967-02-14,9,Montevideo,1,1988-06-19,Montevideo,9
1967-08-10,2,Las Piedras,3,,,
1967-07-04,2,Rocha,9,1999-09-03,Rivera,2
1967-12-19,1,Las Piedras,2,,,
1967-11-07,9,Cerro Largo,9,,,
1967-03-18,2,Lavalleja,1,,,
1967-01-02,1,Montevideo,8,,,
1967-11-22,1,Soriano,2,2025-05-15,Treinta y Tres,8
1967-01-01,1,Rivera,9,,,
1967-06-29,8,Flores,2,,,
1967-04-15,2,Flores,1,,,
1967-11-22,1,Rocha,2,,,
1967-04-02,2,Rocha,3,1994-01-01,Las Piedras,2
1967-08-19,1,Rocha,1,,,
1967-05-22,2,San José,1,,,
1967-04-02,8,Treinta y Tres,2,,,
1967-11-03,1,Artigas,3,,,
1967-08-14,2,Florida,3,,,
1967-10-09,9,Tacuarembó,3,1982-04-10,Durazno,8
1967-12-17,2,Tacuarembó,9,,,
1967-02-02,9,Tacuarembó,8,1992-05-16,Maldonado,2
1967-01-24,1,Soriano,8,2023-11-30,Tacuarembó,2
1967-03-04,1,Treinta y Tres,9,,,
1967-06-12,8,Lavalleja,2,1992-06-06,Cerro Largo,9
1967-09-04,9,Río Negro,3,2011-04-04,San José,9
1967-04-14,2,Durazno,9,1985-03-14,Flores,2
1967-05-21,1,Cerro Largo,9,,,
1967-08-18,9,Colonia,3,,,
1967-02-11,2,Rocha,2,,,
1967-12-30,1,Treinta y Tres,1,2024-03-08,Rivera,3
1967-05-10,2,Canelones,8,,,
1967-03-12,1,Rivera,2,1974-06-04,Montevideo,9
1967-12-26,8,Salto,3,2006-11-27,Salto,2
1967-02-28,8,Rivera,2,1983-02-25,Salto,3
1967-03-14,1,Paysandú,3,1973-02-06,Las Piedras,8
1967-11-28,2,Lavalleja,9,,,
1967-03-11,8,Salto,9,,,
1967-11-19,2,Flores,8,2005-05-27,Rocha,9
1967-07-14,2,Tacuarembó,3,,,
1967-05-10,1,Treinta y Tres,3,,,
1967-07-09,9,Salto,2,,,
1967-05-22,1,Treinta y Tres,9,,,
1967-05-03,1,Salto,9,,,
1967-05-01,1,Paysandú,3,,,
1967-12-10,9,Canelones,2,,,
1967-07-25,9,San José,9,2017-02-26,Canelones,9
1967-08-13,9,Lavalleja,8,,,
1967-12-29,1,Rocha,9,1986-12-11,Montevideo,3
1967-03-02,1,Las Piedras,3,1981-01-27,Rivera,9
1967-02-08,8,Florida,2,,,
1967-04-06,9,Paysandú,9,2021-12-13,Maldonado,9
1967-07-24,9,Canelones,8,,,
1967-09-22,1,Salto,9,,,
1967-03-16,9,Maldonado,1,,,
1967-01-27,9,San José,8,,,
1967-02-13,2,Durazno,1,,,
1967-01-05,8,Rivera,8,,,
1967-04-01,9,Flores,1,,,
1967-02-25,8,Tacuarembó,2,2019-09-25,Durazno,2
1967-10-15,9,Montevideo,3,,,
1967-07-13,2,Treinta y Tres,8,1968-09-01,Rocha,9
1967-06-21,2,Río Negro,3,,,
1967-06-16,9,Las Piedras,2,1991-07-17,Salto,2
1967-09-26,8,Soriano,9,,,
1967-11-10,9,Montevideo,8,1976-01-21,Tacuarembó,8
1967-03-05,1,Artigas,2,,,
1967-07-03,9,Lavalleja,8,,,
1967-08-16,8,Canelones,8,,,
1967-02-23,8,Soriano,2,,,
1967-10-03,2,Artigas,3,,,
1967-09-23,1,Río Negro,2,1998-12-20,Paysandú,2
1967-02-19,2,Lavalleja,3,,,
1967-12-21,2,Soriano,9,,,
1967-10-23,1,Florida,3,,,
1967-01-09,9,Artigas,1,,,
1967-09-21,1,Lavalleja,1,1971-01-23,Rivera,1
1967-03-06,2,Salto,1,,,
1967-08-06,1,Durazno,8,,,
1967-01-23,8,Lavalleja,3,2019-04-10,Canelones,1
1967-12-06,8,Durazno,1,,,
1967-02-28,2,Tacuarembó,2,,,
1967-12-20,2,Montevideo,1,,,
1967-11-24,2,Rocha,9,,,
1967-05-07,1,Canelones,8,2012-05-10,Rivera,3
1967-04-03,2,Canelones,3,,,
1967-10-11,1,Salto,9,,,
1967-07-12,8,Canelones,9,1968-01-17,Tacuarembó,2
1967-05-10,8,Artigas,9,,,
1967-01-08,2,Colonia,9,,,
1967-09-03,1,Soriano,1,,,
1967-10-03,1,Rivera,2,,,
1967-03-14,2,Las Piedras,9,,,
1967-09-03,9,Paysandú,8,1978-02-27,San José,2
1967-07-31,1,Flores,2,,,
1967-03-19,2,Treinta y Tres,1,,,
1967-05-07,9,Cerro Largo,9,2013-04-24,Paysandú,8
1967-04-24,2,Tacuarembó,8,,,
1967-08-01,1,Tacuarembó,3,1973-04-25,Artigas,3
1967-08-12,2,Treinta y Tres,1,,,
1967-12-15,1,Tacuarembó,9,1967-12-27,Florida,3
1967-01-05,2,Rivera,3,,,
1967-06-27,9,Rocha,3,1991-07-26,Salto,9
1967-02-21,1,Flores,1,,,
1967-11-08,2,Río Negro,2,,,
1967-09-24,8,Durazno,3,,,
1967-11-10,1,Treinta y Tres,8,,,
1967-03-17,1,Salto,8,1991-12-23,Tacuarembó,9
1967-11-17,2,Río Negro,8,,,
1967-12-20,9,Rocha,8,,,
1967-07-15,2,Colonia,8,2007-07-17,Tacuarembó,1
1967-11-17,1,Salto,9,,,
1967-01-01,2,Lavalleja,2,2000-03-15,Río Negro,8
1967-02-10,9,Lavalleja,2,2005-02-24,Soriano,9
1967-03-25,1,Flores,1,2022-05-30,Rivera,2
1967-08-02,9,Florida,3,,,
1967-02-04,2,Río Negro,1,1991-03-09,Paysandú,9
1967-06-14,2,Artigas,1,,,
1967-05-15,1,Lavalleja,2,,,
1967-12-05,2,Soriano,8,,,
1967-10-31,2,Rocha,3,,,
1967-03-26,2,Rocha,8,2008-09-30,Florida,8
1967-05-16,8,San José,1,2009-05-12,Colonia,8
1967-03-06,2,San José,3,,,
1967-11-14,2,Canelones,1,,,
1967-09-17,2,Paysandú,2,,,
1967-10-07,1,Cerro Largo,8,1968-08-17,Río Negro,8
1967-02-18,2,San José,8,,,
1967-11-16,2,Canelones,8,2017-10-04,Colonia,1
1967-03-09,9,Tacuarembó,3,,,
1967-03-10,8,Montevideo,8,2021-03-20,Treinta y Tres,2
1967-05-07,2,Treinta y Tres,9,,,
1967-09-18,2,Cerro Largo,9,,,
1967-07-27,2,Flores,8,2012-06-19,Río Negro,3
1967-02-04,1,Flores,8,,,
1967-12-22,2,Canelones,3,,,
1967-09-08,2,Rocha,1,2013-08-02,Treinta y Tres,9
1967-07-14,2,Durazno,8,,,
1967-10-16,1,Salto,8,,,
1967-07-10,2,Paysandú,9,2009-06-24,Paysandú,1
1967-03-26,8,Salto,8,,,
1967-09-25,1,Canelones,8,1998-03-07,Las Piedras,8
1967-11-19,8,Lavalleja,9,,,
1967-05-21,1,Salto,8,,,
1967-03-25,9,Paysandú,9,1972-06-18,Durazno,3
1967-04-24,2,Río Negro,1,,,
1967-12-22,2,Salto,8,,,
1967-10-19,2,Río Negro,8,,,
1967-05-25,8,Paysandú,8,1986-05-16,Treinta y Tres,9
1967-01-14,2,Colonia,8,,,
1967-08-15,1,Canelones,3,2014-11-04,Cerro Largo,9
1967-10-26,9,Montevideo,3,,,
1967-08-11,1,Artigas,3,,,
1967-08-02,1,Salto,9,1973-07-19,Treinta y Tres,3
1967-08-25,2,Maldonado,8,,,
1967-04-13,8,Salto,2,,,
1967-03-25,8,Las Piedras,8,,,
1967-02-05,1,Paysandú,8,1993-03-27,Cerro Largo,3
1967-10-09,2,Paysandú,9,,,
1967-08-21,2,Tacuarembó,2,,,
1967-03-03,9,Tacuarembó,9,,,
1967-09-05,2,Montevideo,8,,,
1967-12-29,2,Artigas,2,,,
1967-09-07,1,Flores,1,,,
1967-05-05,1,Flores,8,,,
1967-05-24,1,Colonia,8,1997-02-13,Florida,8
1967-03-01,2,Rocha,8,2010-01-22,Maldonado,8
1967-03-21,2,Flores,9,2013-06-06,San José,3
1967-09-13,1,Maldonado,2,,,
1967-03-25,1,Salto,8,2022-05-02,Las Piedras,3
1967-03-30,1,Montevideo,2,,,
1967-10-01,2,Rivera,3,2011-06-24,Colonia,3
1967-06-25,9,Colonia,8,,,
1967-12-04,9,Canelones,2,,,
1967-06-21,1,San José,3,,,
1967-10-06,9,Soriano,2,,,
1967-03-16,8,Colonia,9,,,
1967-06-01,2,Cerro Largo,1,2003-07-24,Lavalleja,2
1967-01-13,2,Colonia,1,1997-07-20,Flores,2
1967-03-01,1,Lavalleja,9,,,
1967-02-10,1,Maldonado,2,1972-03-30,Colonia,2
1967-11-13,9,Soriano,3,,,
1967-06-01,1,Flores,1,,,
1967-07-19,9,San José,2,1980-05-26,Montevideo,2
1967-09-16,9,Rocha,1,2007-01-16,Rivera,9
1967-08-12,1,Durazno,9,,,
1967-03-16,1,Tacuarembó,8,1973-07-08,Durazno,1
1967-09-23,1,Lavalleja,9,,,
1967-12-27,8,Río Negro,3,2003-12-21,Lavalleja,8
1967-01-23,1,Canelones,1,1968-07-06,Río Negro,3
1967-11-08,8,Rivera,1,1983-02-09,Río Negro,8
1967-01-18,8,Cerro Largo,2,1999-01-31,Durazno,8
1967-01-24,2,Colonia,2,1994-03-08,Treinta y Tres,2
1967-11-02,1,Tacuarembó,9,,,
1967-08-31,1,Río Negro,3,1987-11-10,Maldonado,1
1967-12-11,8,Rocha,1,,,
1967-03-24,1,Tacuarembó,8,,,
1967-04-25,8,Lavalleja,3,,,
1967-10-31,2,Rocha,9,2024-03-06,Colonia,9
1967-05-06,2,Florida,8,2015-09-22,Rocha,3
1967-07-29,1,San José,3,1967-09-14,Tacuarembó,9
1967-03-24,1,Las Piedras,1,,,
1967-06-08,1,Salto,1,,,
1967-01-21,1,Colonia,9,2000-03-10,Durazno,2
1967-08-25,2,Soriano,3,,,
1967-01-10,1,Rivera,8,,,
1967-09-29,2,Lavalleja,9,1979-11-17,Flores,9
1967-08-28,9,Rivera,8,,,
1967-07-21,1,Colonia,8,1969-01-21,Salto,8
1967-04-23,8,Treinta y Tres,8,2007-09-26,Durazno,8
1967-07-28,1,Rocha,1,,,
1967-04-13,1,Colonia,1,2010-02-26,Cerro Largo,9
1967-10-02,9,Treinta y Tres,3,,,
1967-04-14,2,Cerro Largo,2,1975-07-13,Canelones,9
1967-12-07,1,Paysandú,9,1987-07-09,Soriano,3
1967-12-26,2,Treinta y Tres,8,1973-11-02,Montevideo,3
1967-04-16,1,Treinta y Tres,3,1982-01-13,Salto,2
1967-03-27,2,Maldonado,2,,,
1967-03-10,9,Tacuarembó,9,,,
1967-05-10,2,Montevideo,9,,,
1967-02-07,9,Colonia,8,,,
1967-05-14,9,Las Piedras,1,,,
1967-03-20,1,Lavalleja,9,,,
1967-12-20,2,Treinta y Tres,3,,,
1967-02-20,9,Maldonado,1,,,
1967-09-20,8,Florida,2,1996-10-11,San José,3
1967-02-07,1,Soriano,9,,,
1967-09-15,8,Rocha,1,,,
1967-04-28,1,Artigas,1,2012-01-10,Treinta y Tres,2
1967-12-04,1,Río Negro,8,,,
1967-09-15,1,Canelones,9,,,
1967-02-02,1,Las Piedras,3,,,
1967-01-23,8,Treinta y Tres,1,,,
1967-11-13,9,San José,9,,,
1967-11-07,1,San José,1,,,
1967-05-06,1,Treinta y Tres,8,2005-12-18,Lavalleja,9
1967-10-13,9,Treinta y Tres,9,2022-12-17,Lavalleja,9
1967-08-05,1,Maldonado,9,1994-10-12,Lavalleja,8
1967-07-25,2,Montevideo,2,,,
1967-03-31,2,Cerro Largo,1,2023-01-16,Canelones,3
1967-01-23,9,Canelones,8,,,
1967-10-16,8,Tacuarembó,9,,,
1967-08-11,9,Florida,3,1976-10-16,Florida,2
1967-05-25,9,Soriano,2,1967-12-19,Soriano,3
1967-09-26,1,Durazno,3,1996-03-14,Rocha,3
1967-06-23,8,Colonia,8,,,
1967-11-18,2,Durazno,1,,,
1967-10-19,2,Artigas,8,,,
1967-04-13,1,Río Negro,3,,,
1967-03-19,2,Montevideo,2,,,
1967-05-17,1,Cerro Largo,1,,,
1967-06-27,1,Montevideo,2,2000-03-17,Canelones,1
1967-10-08,8,Las Piedras,1,1986-10-21,Rocha,1
1967-12-31,8,Soriano,8,,,
1967-06-21,1,Durazno,3,1996-07-30,Florida,2
1967-09-01,9,Río Negro,1,,,
1967-04-09,9,Río Negro,1,2008-07-08,Tacuarembó,2
1967-08-13,1,San José,9,,,
1967-07-13,2,Rivera,3,,,
1967-08-31,1,Florida,2,1987-12-17,Treinta y Tres,3
1967-03-24,1,Canelones,1,,,
1967-08-19,2,Florida,2,,,
1967-07-12,1,Cerro Largo,3,1976-05-20,Treinta y Tres,2
1967-08-28,1,Tacuarembó,2,,,
1967-03-24,1,Soriano,8,2014-09-11,Maldonado,2
1967-10-24,1,Canelones,9,,,
1967-05-01,1,Treinta y Tres,1,,,
1967-11-29,1,Florida,3,,,
1967-05-24,1,Soriano,3,,,
1967-01-02,1,Paysandú,1,2000-08-20,Treinta y Tres,2
1967-07-30,1,Rocha,3,,,
1967-02-16,1,Río Negro,3,1970-03-19,Artigas,8
1967-11-06,8,Durazno,1,,,
1967-12-18,1,Montevideo,3,,,
1967-02-27,9,Maldonado,3,,,
1967-01-08,1,Cerro Largo,1,,,
1967-05-29,2,Cerro Largo,9,2003-05-25,Salto,1
1967-09-04,8,Durazno,8,2008-07-23,Tacuarembó,1
1967-02-19,8,Durazno,8,,,
1967-06-23,1,Canelones,8,,,
1967-07-27,1,Río Negro,2,1993-01-19,Paysandú,9
1967-04-04,2,Salto,3,,,
1967-11-08,1,Montevideo,3,1974-05-17,Soriano,2
1967-11-05,2,Flores,8,,,
1967-10-15,1,Treinta y Tres,2,2020-03-27,Lavalleja,9
1967-07-14,1,Florida,1,,,
1967-01-26,8,Colonia,1,1999-10-08,Flores,9
1967-04-01,1,Colonia,8,2015-11-03,Maldonado,3
1967-09-11,1,Rivera,9,,,
1968-12-09,2,Cerro Largo,9,,,
1968-07-19,2,Tacuarembó,9,,,
1968-10-13,8,Soriano,8,,,
1968-02-13,2,Durazno,2,,,
1968-10-31,8,Salto,1,,,
1968-04-22,1,Canelones,3,1969-01-24,Durazno,9
1968-07-16,2,Florida,9,1986-02-04,Durazno,1
1968-10-27,2,Florida,2,1977-06-20,Flores,3
1968-04-24,8,Rivera,1,,,
1968-10-29,8,San José,3,,,
1968-06-11,2,Montevideo,3,,,
1968-07-18,2,San José,8,,,
1968-03-07,2,Río Negro,8,,,
1968-10-01,2,Montevideo,9,,,
1968-11-06,8,Las Piedras,8,,,
1968-09-05,2,Durazno,9,,,
1968-04-15,1,Montevideo,1,1975-01-03,Tacuarembó,3
1968-06-26,2,Artigas,3,,,
1968-04-18,1,Paysandú,2,,,
1968-06-04,1,Florida,2,,,
1968-11-10,1,Durazno,9,,,
1968-03-24,9,Lavalleja,2,2006-06-28,Flores,3
1968-04-14,2,Salto,8,,,
1968-04-27,9,Canelones,2,,,
1968-05-16,1,San José,1,,,
1968-01-17,1,Tacuarembó,9,2000-07-31,Colonia,2
1968-10-09,1,Treinta y Tres,8,,,
1968-08-22,2,Lavalleja,1,1971-05-04,Rivera,3
1968-09-26,9,Florida,9,,,
1968-03-05,9,Salto,2,,,
1968-11-30,8,Cerro Largo,8,,,
1968-03-02,1,Montevideo,3,2024-12-21,Artigas,1
1968-07-26,8,Durazno,3,,,
1968-04-08,8,Treinta y Tres,3,,,
1968-03-14,8,Paysandú,8,1977-02-03,Durazno,1
1968-03-18,1,Colonia,1,,,
1968-10-30,9,Lavalleja,1,,,
1968-12-23,9,Rivera,2,,,
1968-01-03,1,Las Piedras,1,2014-03-25,Montevideo,9
1968-02-17,2,Canelones,1,1992-07-22,Colonia,3
1968-11-13,1,Rivera,1,1972-08-15,Salto,3
1968-07-16,2,Salto,8,,,
1968-06-16,1,Lavalleja,3,2020-02-10,Rocha,3
1968-10-20,1,Rivera,1,,,
1968-11-29,1,Cerro Largo,1,,,
1968-10-10,9,Las Piedras,3,2020-01-23,Durazno,9
1968-08-06,8,Montevideo,1,,,
1968-10-07,1,Canelones,2,1969-01-18,Rocha,9
1968-07-22,2,Durazno,9,2010-09-28,Rivera,8
1968-11-16,9,San José,3,,,
1968-06-04,1,Cerro Largo,8,,,
1968-11-13,1,Rivera,2,,,
1968-05-21,2,Colonia,1,,,
1968-12-26,8,Durazno,2,,,
1968-05-04,1,Florida,3,,,
1968-10-11,1,Tacuarembó,8,,,
1968-03-01,1,Treinta y Tres,2,,,
1968-11-10,1,Rivera,1,,,
1968-03-13,2,Treinta y Tres,3,1997-11-25,Lavalleja,3
1968-08-20,1,Rivera,3,,,
1968-10-16,9,Treinta y Tres,3,,,
1968-09-20,9,San José,2,,,
1968-05-30,1,Treinta y Tres,3,,,
1968-02-08,2,Artigas,3,2010-12-08,San José,2
1968-03-02,1,Rivera,8,,,
1968-12-13,9,Tacuarembó,2,,,
1968-03-27,9,Lavalleja,1,,,
1968-12-08,1,Flores,3,,,
1968-06-08,2,Soriano,1,2024-01-05,Tacuarembó,8
1968-10-13,9,Rocha,3,1971-04-24,Las Piedras,1
1968-06-27,1,Treinta y Tres,1,,,
1968-09-01,2,Florida,1,,,
1968-09-02,1,Maldonado,1,,,
1968-03-09,8,Las Piedras,9,,,
1968-01-26,2,San José,9,1972-01-07,Flores,8
1968-08-24,9,Canelones,3,1990-09-15,Cerro Largo,3
1968-07-07,2,Artigas,9,,,
1968-02-12,2,Soriano,2,,,
1968-01-15,1,Rivera,3,,,
1968-07-17,9,San José,2,,,
1968-07-21,2,San José,2,,,
1968-01-27,8,Canelones,9,1985-07-21,San José,2
1968-09-25,1,Colonia,9,,,
1968-11-16,9,Las Piedras,1,,,
1968-09-17,1,Canelones,9,,,
1968-02-06,1,Las Piedras,3,1968-07-14,Soriano,1
1968-03-27,2,Canelones,9,2022-06-01,Salto,3
1968-09-14,1,Canelones,3,,,
1968-01-10,1,Colonia,2,2010-02-28,Durazno,9
1968-10-13,1,Río Negro,8,,,
1968-07-29,1,Maldonado,1,,,
1968-02-08,1,Cerro Largo,2,1979-02-17,Artigas,9
1968-04-21,8,Las Piedras,3,,,
1968-01-22,9,Treinta y Tres,2,2013-02-03,Montevideo,1
1968-04-19,2,Artigas,3,,,
1968-07-11,2,Maldonado,8,2018-03-20,Lavalleja,2
1968-11-08,2,Artigas,8,,,
1968-02-03,1,Durazno,8,,,
1968-08-12,1,Maldonado,9,,,
1968-05-06,8,Maldonado,9,,,
1968-04-20,2,Rivera,3,,,
1968-03-29,9,Colonia,3,,,
1968-01-13,1,Treinta y Tres,8,,,
1968-11-06,8,Flores,1,,,
1968-03-14,2,Durazno,3,,,
1968-09-02,1,Montevideo,2,,,
1968-08-16,1,Tacuarembó,3,,,
1968-06-24,1,Artigas,2,,,
1968-07-08,1,Soriano,2,,,
1968-05-05,1,Flores,2,,,
1968-09-05,1,Rivera,1,,,
1968-10-26,2,Las Piedras,3,,,
1968-02-17,2,Montevideo,9,,,
1968-09-15,2,Montevideo,2,,,
1968-09-17,2,Artigas,9,,,
1968-06-20,1,Montevideo,8,,,
1968-04-08,1,Colonia,3,,,
1968-09-02,8,San José,1,2018-12-09,Colonia,2
1968-02-12,2,Colonia,8,,,
1968-06-22,9,San José,8,,,
1968-11-16,2,Rocha,9,,,
1968-06-13,2,Soriano,1,1980-02-07,Soriano,9
1968-03-11,2,Durazno,9,2011-10-18,Lavalleja,2
1968-09-27,9,Montevideo,2,1973-01-09,Tacuarembó,1
1968-06-22,1,Rivera,3,2001-09-03,Flores,8
1968-02-14,9,Canelones,3,,,
1968-06-09,8,Treinta y Tres,2,,,
1968-11-04,1,Salto,1,,,
1968-12-27,2,Río Negro,2,,,
1968-03-13,2,Río Negro,9,1980-08-27,Artigas,3
1968-01-02,2,Montevideo,1,,,
1968-01-28,2,Salto,1,1970-04-18,Las Piedras,9
1968-07-26,2,Flores,8,,,
1968-03-07,9,Cerro Largo,3,,,
1968-05-28,1,Durazno,3,,,
1968-12-07,1,Rocha,2,,,
1968-05-15,9,Rivera,9,2008-10-24,Maldonado,9
1968-11-04,2,Tacuarembó,9,,,
1968-04-07,8,Montevideo,8,2002-10-12,Las Piedras,2
1968-05-29,2,San José,8,,,
1968-03-19,2,Soriano,1,1974-11-15,Montevideo,1
1968-09-21,2,Rivera,9,,,
1968-11-20,1,Rivera,1,,,
1968-01-08,1,Flores,2,,,
1968-05-16,1,Cerro Largo,2,,,
1968-12-25,8,Treinta y Tres,9,1983-11-09,Treinta y Tres,9
1968-07-28,1,Río Negro,3,1983-07-13,Tacuarembó,1
1968-04-21,1,Maldonado,8,1990-07-12,Artigas,3
1968-02-14,1,Rivera,2,,,
1968-09-18,2,Las Piedras,2,2012-07-24,Florida,2
1968-07-01,9,Paysandú,8,2004-06-05,Tacuarembó,3
1968-10-28,8,Treinta y Tres,8,,,
1968-11-10,1,Soriano,9,,,
1968-01-25,2,Tacuarembó,3,1988-05-25,Florida,3
1968-11-21,2,Cerro Largo,1,1991-10-01,Canelones,2
1968-11-20,2,Río Negro,3,,,
1968-12-27,2,Montevideo,8,,,
1968-04-21,2,Lavalleja,2,,,
1968-04-02,1,Colonia,9,1985-02-14,Rocha,3
1968-12-28,2,San José,2,,,
1968-04-17,1,Montevideo,9,,,
1968-11-05,8,Durazno,9,2001-05-03,Tacuarembó,3
1968-07-21,2,Maldonado,2,,,
1968-07-19,1,Colonia,8,,,
1968-03-04,9,Cerro Largo,9,2020-06-24,Colonia,1
1968-02-26,2,Salto,3,,,
1968-01-02,1,Río Negro,1,2017-03-23,Rocha,8
1968-05-22,1,Tacuarembó,9,2023-11-22,Tacuarembó,9
1968-06-18,8,Río Negro,8,,,
1968-07-24,2,Paysandú,9,2014-11-26,Montevideo,2
1968-01-09,8,Lavalleja,2,,,
1968-05-26,9,Artigas,2,,,
1968-02-06,1,Paysandú,9,,,
1968-01-18,9,Río Negro,1,,,
1968-02-18,8,Rivera,1,1983-05-25,Tacuarembó,9
1968-07-16,1,San José,2,,,
1968-11-15,1,Flores,2,1979-08-11,Artigas,8
1968-06-10,1,San José,9,1976-01-28,Rocha,1
1968-12-31,2,Rivera,3,1980-03-04,Canelones,1
1968-08-27,1,Rivera,8,,,
1968-12-09,2,Paysandú,2,,,
1968-05-01,9,Flores,2,,,
1968-02-28,2,Montevideo,8,2016-05-10,San José,2
1968-09-10,1,Río Negro,1,,,
